,Unnamed: 0,text
31104,31104,from the close of the year  intensified arming and concentrating
31105,31105,since  russian forces had been similarly drawn on the twelfth
31106,31106,human reason and to human nature millions of men perpetrated
31107,31107,and murders as in whole centuries are not recorded in the annals of
31108,31108,did not at the time regard as being crimes
31109,31109,what produced this extraordinary occurrence what were its causes
31110,31110,the historians tell us with naive assurance that its causes were the
31111,31111,"consent to restore the duchy to the duke of oldenburg""and there"
31112,31112,would have been no war
31113,31113,we can understand that the matter seemed like that to
31114,31114,contemporaries it naturally seemed to napoleon that the war was
31115,31115,caused by englands intrigues as in fact he said on the island of st
31116,31116,helena it naturally seemed to members of the english parliament that
31117,31117,the cause of the war was napoleons ambition to the duke of
31118,31118,to businessmen that the cause of the way was the continental system
31119,31119,which was ruining europe to the generals and old soldiers that the
31120,31120,chief reason for the war was the necessity of giving them
31121,31121,employment to the legitimists of that day that it was the need of
31122,31122,time that it all resulted from the fact that the alliance between
31123,31123,russia and austria in  had not been sufficiently well concealed
31124,31124,it is natural that these and a countless and infinite quantity of
31125,31125,posterity who view the thing that happened in all its magnitude and
31126,31126,insufficient to us it is incomprehensible that millions of
31127,31127,christian men killed and tortured each other either because napoleon
31128,31128,astute or the duke of oldenburg wronged we cannot grasp what
31129,31129,connection such circumstances have with the actual fact of slaughter
31130,31130,from the other side of europe killed and ruined the people of smolensk
31131,31131,and moscow and were killed by them
31132,31132,away by the process of research and can therefore regard the event
31133,31133,present themselves the deeper we delve in search of these causes
31134,31134,the more of them we find and each separate cause or whole series of
31135,31135,causes appears to us equally valid in itself and equally false by
31136,31136,impotenceapart from the cooperation of all the other coincident
31137,31137,that french corporal to serve a second term appears as much a cause as
31138,31138,napoleons refusal to withdraw his troops beyond the vistula and to
31139,31139,the war could not have occurred
31140,31140,had napoleon not taken offense at the demand that he should withdraw
31141,31141,have been no war but had all his sergeants objected to serving a
31142,31142,second term then also there could have been no war nor could there
31143,31143,have been a war had there been no english intrigues and no duke of
31144,31144,could have happened so all these causesmyriads of causescoincided
31145,31145,to bring it about and so there was no one cause for that
31146,31146,who was drawn into the campaign by lot or by conscription this
31147,31147,alexander on whom the event seemed to depend should be carried
31148,31148,any one of which the event could not have taken place it was
31149,31149,necessary that millions of men in whose hands lay the real power
31150,31150,have been induced to do so by an infinite number of diverse and
31151,31151,complex causes
31152,31152,we are forced to fall back on fatalism as an explanation of
31153,31153,which we do not understand the more we try to explain such events in
31154,31154,become to us
31155,31155,action performed at a certain moment in time becomes irrevocable and
31156,31156,significance
31157,31157,elemental hive life in which he inevitably obeys laws laid down for
31158,31158,him
31159,31159,time with the actions of millions of other men assumes an historic
31160,31160,more evident is the predestination and inevitability of his every
31161,31161,action
31162,31162,the kings heart is in the hands of the lord
31163,31163,a king is historys slave
31164,31164,uses every moment of the life of kings as a tool for its own purposes
31165,31165,peuplesas alexander expressed it in the last letter he wrote him
31166,31166,whatever had to be performed
31167,31167,"""to shed or not to shed the blood of his peoples"""
31168,31168,by the law of coincidence thousands of minute causes fitted in and
31169,31169,coordinated to produce that movement and war reproaches for the
31170,31170,the french emperors love and habit of war coinciding with his
31171,31171,and the expenditure on those preparations and the need of obtaining
31172,31172,and millions of other causes that adapted themselves to
31173,31173,the event that was happening or coincided with it
31174,31174,nothing is the cause all this is only the coincidence of conditions
31175,31175,in which all vital organic and elemental events occur and the
31176,31176,botanist who finds that the apple falls because the cellular tissue
31177,31177,decays and so forth is equally right with the child who stands under
31178,31178,the tree and says the apple fell because he wanted to eat it and
31179,31179,prayed for it equally right or wrong is he who says that napoleon
31180,31180,weighing a million tons fell because the last navvy struck it for
